1000268201_693b08cb0e.jpg#0	ピンクのドレスを着た子供は、入り口で階段を登っています。
2854207034_1f00555703.jpg#0	ショッピングカートの隣の草の上に男が横たわっています。
2854207034_1f00555703.jpg#1	人が緑の草の上に横たわっていて、彼らの隣に小さなカートがあります。
2854207034_1f00555703.jpg#2	人は近くにショッピングカートを持って草の上に横たわっています。
2854207034_1f00555703.jpg#3	ショッピングカートと、緑の草の畑に地面に横たわっている人がいます。
2854207034_1f00555703.jpg#4	大きな緑の畑に横たわっている人が1人います。
2854234756_8c0e472f51.jpg#0	男性が旅行代理店の外に腕を折り畳んで立っています。
2854234756_8c0e472f51.jpg#1	店への戸口に寄りかかっている女性。
2854234756_8c0e472f51.jpg#2	腕を組んで店の前に立っている女性。
2854234756_8c0e472f51.jpg#3	女性が店の外に立っています。
2854234756_8c0e472f51.jpg#4	女性は青いドアで腕を折り畳んで立っています。
2854291706_d4c31dbf56.jpg#0	男性と女性が黒を着て、歩道で何かを見ています。
2854291706_d4c31dbf56.jpg#1	標識の前に立っている男性と女性。
2854291706_d4c31dbf56.jpg#2	窓の雑誌を見ている男性と女性。
2854291706_d4c31dbf56.jpg#3	男性が路上の標識を見ながら、女性の周りに腕を置きます。
2854291706_d4c31dbf56.jpg#4	異人種間のカップルが一緒に立ち、通りのディスプレイを見て
2854959952_3991a385ab.jpg#0	1匹の犬が跳躍してソフトボールをキャッチし、別の犬が見ています。
2854959952_3991a385ab.jpg#1	2匹の犬は空中に飛び込んでいますが、屋外でボールを追いかけています。
2854959952_3991a385ab.jpg#2	2匹の犬が緑のフィールドでボールにジャンプします。
2854959952_3991a385ab.jpg#3	2匹の犬がフィールドでボールでキャッチをします。
2854959952_3991a385ab.jpg#4	芝生の畑を横切ってボールを追求する2匹の小さな犬。
2855417531_521bf47b50.jpg#0	鎖でつながれたスイングの少年が右に見え、笑顔です。
2855417531_521bf47b50.jpg#1	男の子がスイングで遊ぶ。
2855417531_521bf47b50.jpg#2	スイングに乗っている少年。
2855417531_521bf47b50.jpg#3	白いTシャツと長袖の格子縞のシャツを着ている少年が揺れながら微笑んでいます。
2855417531_521bf47b50.jpg#4	スイングタイプに乗っている子供。
2855594918_1d1e6a6061.jpg#0	青い自転車に乗って、すべて泥で覆われたバイカー。
2855594918_1d1e6a6061.jpg#1	ブルーレーシングバイクに乗っている泥だらけのオレンジ色のシャツのバイカー
2855594918_1d1e6a6061.jpg#2	白いヘルメットを着たオレンジ色のシャツを着た1人の男が自転車に乗っています。
2855594918_1d1e6a6061.jpg#3	オレンジ色のシャツと黒と白のヘルメットに乗っている人がいる人
2855594918_1d1e6a6061.jpg#4	自転車に乗っている男は、ちょうど泥の中を乗ったばかりです。
2855667597_bf6ceaef8e.jpg#0	4匹の黒い犬が草を横切って走ります。
2855667597_bf6ceaef8e.jpg#1	草の上を走る4匹の黒い犬。
2855667597_bf6ceaef8e.jpg#2	4匹の黒い犬が明るい緑の草の上で一緒に走ります。
2855667597_bf6ceaef8e.jpg#3	4匹の犬がフィールドで走ります
2855667597_bf6ceaef8e.jpg#4	4匹の大きな黒い犬が草の上を走っています。
2855695119_4342aae0a3.jpg#0	茶色と白の犬は振り返っている間に水に入ります。
2855695119_4342aae0a3.jpg#1	茶色の犬が川に立っており、頭が後ろを見た。
2855695119_4342aae0a3.jpg#2	川の非常に濡れた犬。
2855695119_4342aae0a3.jpg#3	水の中に立っている茶色の斑点を持つ白い犬。
2855695119_4342aae0a3.jpg#4	茶色と白の犬は水中にあります。
2855727603_e917ded363.jpg#0	黒犬が水に飛び散っています。
2855727603_e917ded363.jpg#1	背景に木がある川を歩いている茶色の犬
2855727603_e917ded363.jpg#2	大きな茶色の犬が水中で遊んでいます。
2855727603_e917ded363.jpg#3	大きな洗練された茶色の犬が水の中に立っています。
2855727603_e917ded363.jpg#4	大きな茶色の犬は浅い湖に歩いています。
285586547_c81f8905a1.jpg#0	どちらもサングラスをかけている男と犬が乗っています。
285586547_c81f8905a1.jpg#1	男がパッセナーの座席で犬と一緒にオートバイに乗っています。
285586547_c81f8905a1.jpg#2	オートバイの男が犬と一緒に乗っています
285586547_c81f8905a1.jpg#3	男がサイドカーで犬と一緒にオートバイに乗っています。
285586547_c81f8905a1.jpg#4	オートバイには、ゴーグルを着た犬が入ったサイドカーがあります。
2855910826_d075845288.jpg#0	青と黄色の制服を着たサッカー選手は、白と金の制服を着た別の選手に取り組んでいます。
2855910826_d075845288.jpg#1	フットボールチームの選手は、ボールを手に入れようとして乱闘します。
2855910826_d075845288.jpg#2	2人のフットボール選手が、近くの審判と相手のフットボール選手に取り組んでいます。
2855910826_d075845288.jpg#3	審判が見ている間、2人のフットボール選手が3分の1に取り組んでいます。
2855910826_d075845288.jpg#4	2人のフットボール選手は別のフットボール選手に取り組んでいます。
2856080862_95d793fa9d.jpg#0	公園でのスポーツゲーム中に男性のグループが立っています。
2856080862_95d793fa9d.jpg#1	公園の男性。
2856080862_95d793fa9d.jpg#2	フィールドでサッカーをしている男性
2856080862_95d793fa9d.jpg#3	背景に木のある草原の上に立っている男性。
2856080862_95d793fa9d.jpg#4	9人の男性が公園でゲームをプレイしています。シャツと皮。
2856252334_1b1a230e70.jpg#0	ボクサーの少年が強力なポーズをとっています。
2856252334_1b1a230e70.jpg#1	下着を着た小さな男の子が左手を上げます。
2856252334_1b1a230e70.jpg#2	ボクサーを着た小さな男の子は、拳を持ち、レンガの壁の前に立っています。
2856252334_1b1a230e70.jpg#3	空中に拳を持った緑のショートパンツの少年
2856252334_1b1a230e70.jpg#4	グリーンショートパンツだけを着ている少年は、レンガの背景でぎこちなくポーズをとります。
2856456013_335297f587.jpg#0	白いシャツを着たサッカー選手が動き、反対側のチームのプレーヤーを通り過ぎます。
2856456013_335297f587.jpg#1	オレンジと黒で2人の男にブロックされながらサッカーで得点しようとしている白の男
2856456013_335297f587.jpg#2	ナンバー3には、赤いジャージで6番のサッカーボールがあります。
2856456013_335297f587.jpg#3	赤のサッカー選手は、プレーヤーを白でブロックしようとしています。
2856456013_335297f587.jpg#4	サッカーをしている3人の男の子。
2856524322_1d04452a21.jpg#0	地面に片足で汚れのランプから飛び降りる自転車の男
2856524322_1d04452a21.jpg#1	BMXの男。
2856524322_1d04452a21.jpg#2	自転車に乗っている男は、ダートマウンドの上にトリックを実行します。
2856524322_1d04452a21.jpg#3	黄褐色のショーツと緑のシャツを着た若い男は、彼の自転車から落ちています。
2856524322_1d04452a21.jpg#4	夜にダートマウンドでジャンプバイクトリックをしている男。
2856699493_65edef80a1.jpg#0	男性がバックパックを着ている女性と話をします。
2856699493_65edef80a1.jpg#1	バッグを持った女性は、通りの近くの自転車で男性と話をします。
2856699493_65edef80a1.jpg#2	女性が通りで彼のそばを歩くと、自転車に乗っている男性。
2856699493_65edef80a1.jpg#3	バックパックを持っている女性はカメラに面していますが、男性は背を向けています。
2856699493_65edef80a1.jpg#4	白いシャツと黒いバックパックの女性は、男性と青いシャツを着て歩いています。
2856700531_312528eea4.jpg#0	黒いひげをつけた黒いジャケットを着た男は、快適に凝視します。
2856700531_312528eea4.jpg#1	ジャケットを着た男が見えます。
2856700531_312528eea4.jpg#2	男が座ってあごをこすります。
2856700531_312528eea4.jpg#3	モホークとあごひげを生やした男、あごの上に手を遠く離れて見ている。
2856700531_312528eea4.jpg#4	アジア人は自分自身に考えます。
2856923934_6eb8832c9a.jpg#0	男がスピード違反のジェットスキーをターンで操縦します。
2856923934_6eb8832c9a.jpg#1	2人の男性が青と白のスピードボートに乗っています。
2856923934_6eb8832c9a.jpg#2	2人の男性が青と白のジェットスキーに乗っています。
2856923934_6eb8832c9a.jpg#3	2人が青いジェットスキーを運転し、空中に水の跡を残しています。
2856923934_6eb8832c9a.jpg#4	ブルージェットスキーでジェットスキーをしている2人。
2857372127_d86639002c.jpg#0	階段の近くの帽子をかぶった男性と女性。
2857372127_d86639002c.jpg#1	茶色の帽子をかぶった男性と、赤い花の帽子を着た女性と一緒に蝶ネクタイ。
2857372127_d86639002c.jpg#2	灰色の帽子をかぶっている男性は、赤い帽子をかぶった女性と一緒に立っています。
2857372127_d86639002c.jpg#3	顔の毛と帽子のある男性が、階段の前にある赤い帽子をかぶった女性の隣に立っています。
2857372127_d86639002c.jpg#4	男性と女性は外にいて、何かが彼らの注意を引き付けています。
2857473929_4f52662c30.jpg#0	帽子をかぶった2人の男性が広い歩道に立っています。
2857473929_4f52662c30.jpg#1	通りに立っている2人の男。
2857473929_4f52662c30.jpg#2	帽子をかぶっている2人の男性が、レンガ造りの建物の横にある道に立っています。
2857473929_4f52662c30.jpg#3	帽子をかぶっている2人の男性が、建物の近くの並木道の上に立っています。
2857473929_4f52662c30.jpg#4	路上で帽子をかぶった2人の男性。
2857558098_98e9249284.jpg#0	犬が大きな枝で噛んでいます。
2857558098_98e9249284.jpg#1	犬は大きな棒に示唆しています。
2857558098_98e9249284.jpg#2	口に枝がある犬。
2857558098_98e9249284.jpg#3	小さな犬が大きな棒で噛んでいます
2857558098_98e9249284.jpg#4	小さな犬は大きな棒で噛みます。
2857609295_16aaa85293.jpg#0	バックグラウンドに見物人がいるフリスビーを捕まえる犬。
2857609295_16aaa85293.jpg#1	人々が見ている間、フリスビーを捕まえるためにジャンプする犬
2857609295_16aaa85293.jpg#2	空中でフリスビーを捕まえるジャックラッセルテリア。
2857609295_16aaa85293.jpg#3	競技会でフリスビーを捕まえる小さな茶色と白の犬。
2857609295_16aaa85293.jpg#4	観客の前のフィールドでフリスビーを捕まえる犬。
2858439751_daa3a30ab8.jpg#0	緑色のバイクが濡れた競馬場に乗っています。
2858439751_daa3a30ab8.jpg#1	レースバイクの男
2858439751_daa3a30ab8.jpg#2	男が濡れた競馬場に緑のオートバイに乗っています。
2858439751_daa3a30ab8.jpg#3	オートバイレーサーが濡れた道路でカーブを好転させています。
2858439751_daa3a30ab8.jpg#4	緑のレーシングバイクに乗っている人。
2858759108_6e697c5f3e.jpg#0	無駄のない犬がダートトラックに沿ってレースをします。
2858759108_6e697c5f3e.jpg#1	レーシング犬が黄色と黒のジャージを着て飛行機に乗って銃口
2858759108_6e697c5f3e.jpg#2	黄色と黒のジャケットを着た白いグレイハウンドがトラックで走っています。
2858759108_6e697c5f3e.jpg#3	トラックで8番目のランを着た白いレースドッグ。
2858759108_6e697c5f3e.jpg#4	8番を着ている白いレーシング犬は、トラックを走っている中央の中央です。
2858903676_6278f07ee3.jpg#0	少女は、ピクニックテーブルに寄りかかっている友人の写真を撮ります。
